Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
18/04/1985;1.1;null;null;null;null;null
19/04/1985;2.1;null;null;null;null;null
20/04/1985;1;null;null;null;null;null
21/04/1985;1.6;null;null;null;null;null
22/04/1985;2.5;null;null;null;null;null
23/04/1985;3.4;null;null;null;null;null
24/04/1985;2.8;null;null;null;null;null
25/04/1985;2.7;null;null;null;null;null
26/04/1985;2.2;null;null;null;null;null
27/04/1985;1.8;null;null;null;null;null
28/04/1985;1.6;null;null;null;null;null
29/04/1985;1.6;null;null;null;null;null
30/04/1985;1.7;null;null;null;null;null
01/05/1985;2;null;null;null;null;null
02/05/1985;.8;null;null;null;null;null
03/05/1985;.9;null;null;null;null;null
04/05/1985;.8;null;null;null;null;null
05/05/1985;1;null;null;null;null;null
06/05/1985;2.3;null;null;null;null;null
07/05/1985;2.4;null;null;null;null;null
08/05/1985;1.8;null;null;null;null;null
09/05/1985;2.1;null;null;null;null;null
10/05/1985;1.1;null;null;null;null;null
11/05/1985;.4;null;null;null;null;null
12/05/1985;1.1;null;null;null;null;null
13/05/1985;1.3;null;null;null;null;null
14/05/1985;1;null;null;null;null;null
15/05/1985;1.9;null;null;null;null;null
16/05/1985;1.9;null;null;null;null;null
17/05/1985;1.3;null;null;null;null;null
18/05/1985;1.5;null;null;null;null;null
19/05/1985;1.5;null;null;null;null;null
20/05/1985;2.2;null;null;null;null;null
21/05/1985;1;null;null;null;null;null
22/05/1985;1.2;null;null;null;null;null
23/05/1985;3.3;null;null;null;null;null
24/05/1985;1.8;null;null;null;null;null
25/05/1985;1.4;null;null;null;null;null
26/05/1985;1;null;null;null;null;null
27/05/1985;1.7;null;null;null;null;null
28/05/1985;2.1;null;null;null;null;null
29/05/1985;1.8;null;null;null;null;null
30/05/1985;2.2;null;null;null;null;null
31/05/1985;1.9;null;null;null;null;null
01/06/1985;2.1;null;null;null;null;null
02/06/1985;3.1;null;null;null;null;null
03/06/1985;1.9;null;null;null;null;null
04/06/1985;2.1;null;null;null;null;null
05/06/1985;1.7;null;null;null;null;null
06/06/1985;2.4;null;null;null;null;null
07/06/1985;2.7;null;null;null;null;null
08/06/1985;2.5;null;null;null;null;null
09/06/1985;4.5;null;null;null;null;null
10/06/1985;4.3;null;null;null;null;null
11/06/1985;4.2;null;null;null;null;null
12/06/1985;2.2;null;null;null;null;null
13/06/1985;2;null;null;null;null;null
14/06/1985;1.8;null;null;null;null;null
15/06/1985;1.5;null;null;null;null;null
16/06/1985;2.4;null;null;null;null;null
17/06/1985;2.5;null;null;null;null;null
18/06/1985;4;null;null;null;null;null
19/06/1985;2.6;null;null;null;null;null
20/06/1985;1.4;null;null;null;null;null
21/06/1985;1.8;null;null;null;null;null
22/06/1985;2;null;null;null;null;null
23/06/1985;2.4;null;null;null;null;null
24/06/1985;2.8;null;null;null;null;null
25/06/1985;3;null;null;null;null;null
26/06/1985;2.2;null;null;null;null;null
27/06/1985;2.1;null;null;null;null;null
28/06/1985;2.4;null;null;null;null;null
29/06/1985;1.5;null;null;null;null;null
30/06/1985;2.2;null;null;null;null;null
01/07/1985;2.1;null;null;null;null;null
02/07/1985;2.7;null;null;null;null;null
03/07/1985;2.6;null;null;null;null;null
04/07/1985;2.6;null;null;null;null;null
05/07/1985;2;null;null;null;null;null
06/07/1985;2.5;null;null;null;null;null
07/07/1985;3.1;null;null;null;null;null
08/07/1985;2.4;null;null;null;null;null
09/07/1985;2.7;null;null;null;null;null
10/07/1985;2.3;null;null;null;null;null
11/07/1985;4.8;null;null;null;null;null
12/07/1985;.8;null;null;null;null;null
13/07/1985;2.5;null;null;null;null;null
14/07/1985;3.8;null;null;null;null;null
15/07/1985;3.2;null;null;null;null;null
16/07/1985;2.5;null;null;null;null;null
17/07/1985;2.6;null;null;null;null;null
18/07/1985;2.9;null;null;null;null;null
19/07/1985;3;null;null;null;null;null
20/07/1985;4.3;null;null;null;null;null
21/07/1985;3.3;null;null;null;null;null
22/07/1985;2.8;null;null;null;null;null
23/07/1985;3;null;null;null;null;null
24/07/1985;3.1;null;null;null;null;null
25/07/1985;3.2;null;null;null;null;null
26/07/1985;3.5;null;null;null;null;null
27/07/1985;3.8;null;null;null;null;null
28/07/1985;3;null;null;null;null;null
29/07/1985;3.2;null;null;null;null;null
30/07/1985;4;null;null;null;null;null
31/07/1985;3.7;null;null;null;null;null
01/08/1985;5.9;null;null;null;null;null
02/08/1985;4.2;null;null;null;null;null
03/08/1985;4.4;null;null;null;null;null
04/08/1985;4.4;null;null;null;null;null
05/08/1985;2.5;null;null;null;null;null
06/08/1985;3.9;null;null;null;null;null
07/08/1985;5.2;null;null;null;null;null
08/08/1985;4;null;null;null;null;null
09/08/1985;4.2;null;null;null;null;null
10/08/1985;4.4;null;null;null;null;null
11/08/1985;3.2;null;null;null;null;null
12/08/1985;6;null;null;null;null;null
13/08/1985;6.2;null;null;null;null;null
14/08/1985;4.2;null;null;null;null;null
15/08/1985;4.1;null;null;null;null;null
16/08/1985;4.3;null;null;null;null;null
17/08/1985;4;null;null;null;null;null
18/08/1985;5.7;null;null;null;null;null
19/08/1985;5.3;null;null;null;null;null
20/08/1985;4.4;null;null;null;null;null
21/08/1985;4.1;null;null;null;null;null
22/08/1985;3.6;null;null;null;null;null
23/08/1985;1.4;null;null;null;null;null
24/08/1985;4.5;null;null;null;null;null
25/08/1985;3.3;null;null;null;null;null
26/08/1985;3.4;null;null;null;null;null
27/08/1985;3.7;null;null;null;null;null
28/08/1985;4.8;null;null;null;null;null
29/08/1985;4;null;null;null;null;null
30/08/1985;2.6;null;null;null;null;null
31/08/1985;3.5;null;null;null;null;null
01/09/1985;.5;null;null;null;null;null
02/09/1985;1.5;null;null;null;null;null
03/09/1985;2.2;null;null;null;null;null
04/09/1985;1.7;null;null;null;null;null
05/09/1985;.7;null;null;null;null;null
06/09/1985;.8;null;null;null;null;null
07/09/1985;2;null;null;null;null;null
08/09/1985;3.5;null;null;null;null;null
09/09/1985;4.1;null;null;null;null;null
10/09/1985;3.1;null;null;null;null;null
11/09/1985;4.8;null;null;null;null;null
12/09/1985;4.7;null;null;null;null;null
13/09/1985;3.9;null;null;null;null;null
14/09/1985;2.4;null;null;null;null;null
15/09/1985;4.8;null;null;null;null;null
16/09/1985;4.6;null;null;null;null;null
17/09/1985;4.1;null;null;null;null;null
18/09/1985;5.8;null;null;null;null;null
19/09/1985;3.4;null;null;null;null;null
20/09/1985;3;null;null;null;null;null
21/09/1985;3.8;null;null;null;null;null
22/09/1985;4.5;null;null;null;null;null
23/09/1985;3.9;null;null;null;null;null
24/09/1985;3.4;null;null;null;null;null
25/09/1985;1.8;null;null;null;null;null
26/09/1985;3.5;null;null;null;null;null
27/09/1985;3.7;null;null;null;null;null
28/09/1985;3.2;null;null;null;null;null
29/09/1985;1.4;null;null;null;null;null
30/09/1985;.2;null;null;null;null;null
01/10/1985;2.8;null;null;null;null;null
02/10/1985;3.9;null;null;null;null;null
03/10/1985;1.6;null;null;null;null;null
04/10/1985;3.4;null;null;null;null;null
05/10/1985;4.2;null;null;null;null;null
06/10/1985;3.8;null;null;null;null;null
07/10/1985;4.1;null;null;null;null;null
08/10/1985;2.1;null;null;null;null;null
09/10/1985;3.3;null;null;null;null;null
10/10/1985;4.2;null;null;null;null;null
11/10/1985;2;null;null;null;null;null
12/10/1985;4.5;null;null;null;null;null
13/10/1985;3.7;null;null;null;null;null
14/10/1985;2.8;null;null;null;null;null
15/10/1985;3;null;null;null;null;null
16/10/1985;4.4;null;null;null;null;null
17/10/1985;4.8;null;null;null;null;null
18/10/1985;3.6;null;null;null;null;null
19/10/1985;3.5;null;null;null;null;null
20/10/1985;5.5;null;null;null;null;null
21/10/1985;6.7;null;null;null;null;null
22/10/1985;3.5;null;null;null;null;null
23/10/1985;3.2;null;null;null;null;null
24/10/1985;2.8;null;null;null;null;null
25/10/1985;2.1;null;null;null;null;null
26/10/1985;3.1;null;null;null;null;null
27/10/1985;2.9;null;null;null;null;null
28/10/1985;2.3;null;null;null;null;null
29/10/1985;2;null;null;null;null;null
30/10/1985;1;null;null;null;null;null
31/10/1985;2.7;null;null;null;null;null
01/11/1985;2.9;null;null;null;null;null
02/11/1985;2.6;null;null;null;null;null
03/11/1985;.9;null;null;null;null;null
04/11/1985;.7;null;null;null;null;null
05/11/1985;1.6;null;null;null;null;null
06/11/1985;2.2;null;null;null;null;null
07/11/1985;4.2;null;null;null;null;null
08/11/1985;4.9;null;null;null;null;null
09/11/1985;5.3;null;null;null;null;null
10/11/1985;5.1;null;null;null;null;null
11/11/1985;5.1;null;null;null;null;null
12/11/1985;6;null;null;null;null;null
13/11/1985;7;null;null;null;null;null
14/11/1985;7;null;null;null;null;null
15/11/1985;5.4;null;null;null;null;null
16/11/1985;6.4;null;null;null;null;null
17/11/1985;5.2;null;null;null;null;null
18/11/1985;6.8;null;null;null;null;null
19/11/1985;5.5;null;null;null;null;null
20/11/1985;4.5;null;null;null;null;null
21/11/1985;3.1;null;null;null;null;null
22/11/1985;2.1;null;null;null;null;null
23/11/1985;3.2;null;null;null;null;null
24/11/1985;3.8;null;null;null;null;null
25/11/1985;2.2;null;null;null;null;null
26/11/1985;1.7;null;null;null;null;null
27/11/1985;2.8;null;null;null;null;null
28/11/1985;1.3;null;null;null;null;null
29/11/1985;1.4;null;null;null;null;null
30/11/1985;.9;null;null;null;null;null
01/12/1985;1.9;null;null;null;null;null
02/12/1985;3.9;null;null;null;null;null
03/12/1985;2.9;null;null;null;null;null
04/12/1985;.5;null;null;null;null;null
05/12/1985;.2;null;null;null;null;null
06/12/1985;.7;null;null;null;null;null
07/12/1985;3.7;null;null;null;null;null
08/12/1985;3.9;null;null;null;null;null
09/12/1985;4;null;null;null;null;null
10/12/1985;4;null;null;null;null;null
11/12/1985;4;null;null;null;null;null
12/12/1985;4.4;null;null;null;null;null
13/12/1985;3.2;null;null;null;null;null
14/12/1985;2.8;null;null;null;null;null
15/12/1985;2.6;null;null;null;null;null
16/12/1985;1.9;null;null;null;null;null
17/12/1985;2.7;null;null;null;null;null
18/12/1985;3.4;null;null;null;null;null
19/12/1985;2.5;null;null;null;null;null
20/12/1985;4.7;null;null;null;null;null
21/12/1985;2.8;null;null;null;null;null
22/12/1985;.8;null;null;null;null;null
23/12/1985;2.4;null;null;null;null;null
24/12/1985;.8;null;null;null;null;null
25/12/1985;.7;null;null;null;null;null
26/12/1985;3.4;null;null;null;null;null
27/12/1985;2.2;null;null;null;null;null
28/12/1985;2.2;null;null;null;null;null
29/12/1985;1.4;null;null;null;null;null
30/12/1985;1.8;null;null;null;null;null
31/12/1985;2.2;null;null;null;null;null
01/01/1986;2;4;null;null;null;null
02/01/1986;2.5;3.1;null;null;null;null
03/01/1986;1.8;10.2;null;null;null;null
04/01/1986;4.2;9.4;null;null;null;null
05/01/1986;3.8;0;null;null;null;null
06/01/1986;.4;.4;null;null;null;null
07/01/1986;2.5;0;null;null;null;null
08/01/1986;2.3;.7;null;null;null;null
09/01/1986;1.3;3.4;null;null;null;null
10/01/1986;2.1;3.3;null;null;null;null
11/01/1986;1.5;0;null;null;null;null
12/01/1986;.9;.8;null;null;null;null
13/01/1986;1.6;4.1;null;null;null;null
14/01/1986;2.4;3.6;null;null;null;null
15/01/1986;2;2;null;null;null;null
16/01/1986;1.8;6.7;null;null;null;null
17/01/1986;3;6.6;null;null;null;null
18/01/1986;2.5;8.1;null;null;null;null
19/01/1986;3.8;8.9;null;null;null;null
20/01/1986;4.5;2.4;null;null;null;null
21/01/1986;1.4;2.5;null;null;null;null
22/01/1986;1.9;3.9;null;null;null;null
23/01/1986;1.9;6.3;null;null;null;null
24/01/1986;2.1;6.1;null;null;null;null
25/01/1986;1.8;4.5;null;null;null;null
26/01/1986;2.6;1.7;null;null;null;null
27/01/1986;1.4;.2;null;null;null;null
28/01/1986;1.1;8.3;null;null;null;null
29/01/1986;3.4;10.5;null;null;null;null
30/01/1986;3.5;11.6;null;null;null;null
31/01/1986;4.6;11.4;null;null;null;null
01/02/1986;3.2;9.4;null;null;null;null
02/02/1986;3.9;6;null;null;null;null
03/02/1986;2.6;0;null;null;null;null
04/02/1986;1.9;0;null;null;null;null
05/02/1986;.6;0;null;null;null;null
06/02/1986;.6;0;null;null;null;null
07/02/1986;1;.7;null;null;null;null
08/02/1986;1.6;3;null;null;null;null
09/02/1986;1.6;1.7;null;null;null;null
10/02/1986;1.4;2.8;null;null;null;null
11/02/1986;2;1.5;null;null;null;null
12/02/1986;2.2;.1;null;null;null;null
13/02/1986;1.3;0;null;null;null;null
14/02/1986;.7;0;null;null;null;null
15/02/1986;1.3;.4;null;null;null;null
16/02/1986;1.3;2.7;null;null;null;null
17/02/1986;1.5;1.2;null;null;null;null
18/02/1986;2.4;1.9;null;null;null;null
19/02/1986;1.5;.1;null;null;null;null
20/02/1986;.9;.6;null;null;null;null
21/02/1986;1.6;.2;null;null;null;null
22/02/1986;1.2;2.7;null;null;null;null
23/02/1986;2.7;5.2;null;null;null;null
24/02/1986;.3;4.5;null;null;null;null
25/02/1986;4.6;1.3;null;null;null;null
26/02/1986;2.1;1.1;null;null;null;null
27/02/1986;2.7;3.2;null;null;null;null
28/02/1986;2.9;5.9;null;null;null;null
01/03/1986;null;null;null;null;null;null
02/03/1986;null;null;null;null;null;null
03/03/1986;null;null;null;null;null;null
04/03/1986;null;null;null;null;null;null
05/03/1986;null;null;null;null;null;null
06/03/1986;null;null;null;null;null;null
07/03/1986;null;null;null;null;null;null
08/03/1986;null;null;null;null;null;null
09/03/1986;null;null;null;null;null;null
10/03/1986;null;null;null;null;null;null
11/03/1986;null;null;null;null;null;null
12/03/1986;null;null;null;null;null;null
13/03/1986;null;null;null;null;null;null
14/03/1986;null;null;null;null;null;null
15/03/1986;null;null;null;null;null;null
16/03/1986;null;null;null;null;null;null
17/03/1986;null;null;null;null;null;null
18/03/1986;null;null;null;null;null;null
19/03/1986;null;null;null;null;null;null
20/03/1986;null;null;null;null;null;null
21/03/1986;null;null;null;null;null;null
22/03/1986;null;null;null;null;null;null
23/03/1986;null;null;null;null;null;null
24/03/1986;null;null;null;null;null;null
25/03/1986;null;null;null;null;null;null
26/03/1986;null;null;null;null;null;null
27/03/1986;null;null;null;null;null;null
28/03/1986;null;null;null;null;null;null
29/03/1986;null;null;null;null;null;null
30/03/1986;null;null;null;null;null;null
31/03/1986;null;null;null;null;null;null
01/04/1986;1.5;4.4;null;null;null;null
02/04/1986;1.2;3;null;null;null;null
03/04/1986;2;5.9;null;null;null;null
04/04/1986;3.2;8.7;null;null;null;null
05/04/1986;3.4;6.7;null;null;null;null
06/04/1986;2.4;6;null;null;null;null
07/04/1986;2.9;2.3;null;null;null;null
08/04/1986;2.1;6.1;null;null;null;null
09/04/1986;2.9;4.2;null;null;null;null
10/04/1986;2.5;2.6;null;null;null;null
11/04/1986;2;5.4;null;null;null;null
12/04/1986;2.2;5.1;null;null;null;null
13/04/1986;3;7;null;null;null;null
14/04/1986;2.5;6.5;null;null;null;null
15/04/1986;3;2;null;null;null;null
16/04/1986;2.6;0;null;null;null;null
17/04/1986;1.2;0;null;null;null;null
18/04/1986;1.4;2.9;null;null;null;null
19/04/1986;2.4;8.8;null;null;null;null
20/04/1986;2.7;5.6;null;null;null;null
21/04/1986;2.2;3.2;null;null;null;null
22/04/1986;2.2;5.4;null;null;null;null
23/04/1986;1.9;2.9;null;null;null;null
24/04/1986;1.3;3.9;null;null;null;null
25/04/1986;1.9;7.2;null;null;null;null
26/04/1986;2.3;2.5;null;null;null;null
27/04/1986;1.7;3;null;null;null;null
28/04/1986;2.5;1.1;null;null;null;null
29/04/1986;1.5;5.1;null;null;null;null
30/04/1986;2.2;7.6;null;null;null;null
01/05/1986;null;null;null;null;null;null
02/05/1986;null;null;null;null;null;null
03/05/1986;null;null;null;null;null;null
04/05/1986;null;null;null;null;null;null
05/05/1986;null;null;null;null;null;null
06/05/1986;null;null;null;null;null;null
07/05/1986;null;null;null;null;null;null
08/05/1986;null;null;null;null;null;null
09/05/1986;null;null;null;null;null;null
10/05/1986;null;null;null;null;null;null
11/05/1986;null;null;null;null;null;null
12/05/1986;null;null;null;null;null;null
13/05/1986;null;null;null;null;null;null
14/05/1986;null;null;null;null;null;null
15/05/1986;null;null;null;null;null;null
16/05/1986;null;null;null;null;null;null
17/05/1986;null;null;null;null;null;null
18/05/1986;null;null;null;null;null;null
19/05/1986;null;null;null;null;null;null
20/05/1986;null;null;null;null;null;null
21/05/1986;null;null;null;null;null;null
22/05/1986;null;null;null;null;null;null
23/05/1986;null;null;null;null;null;null
24/05/1986;null;null;null;null;null;null
25/05/1986;null;null;null;null;null;null
26/05/1986;null;null;null;null;null;null
27/05/1986;null;null;null;null;null;null
28/05/1986;null;null;null;null;null;null
29/05/1986;null;null;null;null;null;null
30/05/1986;null;null;null;null;null;null
31/05/1986;null;null;null;null;null;null
01/06/1986;1.2;7.7;null;null;null;null
02/06/1986;2.4;5.4;null;null;null;null
03/06/1986;2.2;7.6;null;null;null;null
04/06/1986;2.7;5;null;null;null;null
05/06/1986;2.6;7.9;null;null;null;null
06/06/1986;2.1;7.7;null;null;null;null
07/06/1986;1.8;6.5;null;null;null;null
08/06/1986;3;7.5;null;null;null;null
09/06/1986;2.8;5.8;null;null;null;null
10/06/1986;1.7;7.4;null;null;null;null
11/06/1986;2.2;4.1;null;null;null;null
12/06/1986;1.7;4;null;null;null;null
13/06/1986;2.5;6.5;null;null;null;null
14/06/1986;2.7;7.5;null;null;null;null
15/06/1986;2;7.6;null;null;null;null
16/06/1986;2.6;7.5;null;null;null;null
17/06/1986;2.8;7;null;null;null;null
18/06/1986;2.7;7.3;null;null;null;null
19/06/1986;1.9;6.4;null;null;null;null
20/06/1986;2.5;6.1;null;null;null;null
21/06/1986;2.6;6.8;null;null;null;null
22/06/1986;3.1;8;null;null;null;null
23/06/1986;3.4;2;null;null;null;null
24/06/1986;1.8;6.9;null;null;null;null
25/06/1986;1.1;6.9;null;null;null;null
26/06/1986;3.6;2.9;null;null;null;null
27/06/1986;2.1;6.8;null;null;null;null
28/06/1986;2.4;5.1;null;null;null;null
29/06/1986;1.9;5.8;null;null;null;null
30/06/1986;2;5.8;null;null;null;null
01/07/1986;1.9;.2;null;null;null;null
02/07/1986;2.2;0;null;null;null;null
03/07/1986;.2;.5;null;null;null;null
04/07/1986;1;3.5;null;null;null;null
05/07/1986;1.9;.5;null;null;null;null
06/07/1986;.9;2.1;null;null;null;null
07/07/1986;1.1;0;null;null;null;null
08/07/1986;.7;2.6;null;null;null;null
09/07/1986;1.6;5.3;null;null;null;null
10/07/1986;2.2;4.3;null;null;null;null
11/07/1986;2.2;3.1;null;null;null;null
12/07/1986;1.8;6.1;null;null;null;null
13/07/1986;1.7;7.2;null;null;null;null
14/07/1986;2.1;7.9;null;null;null;null
15/07/1986;4.2;7.8;null;null;null;null
16/07/1986;2.6;6;null;null;null;null
17/07/1986;2.3;7.5;null;null;null;null
18/07/1986;2.9;6.6;null;null;null;null
19/07/1986;3;4.2;null;null;null;null
20/07/1986;1.9;6.2;null;null;null;null
21/07/1986;2.3;1.6;null;null;null;null
22/07/1986;2.2;0;null;null;null;null
23/07/1986;.5;0;null;null;null;null
24/07/1986;.3;2.4;null;null;null;null
25/07/1986;.9;7.9;null;null;null;null
26/07/1986;2.2;6;null;null;null;null
27/07/1986;1.6;7.9;null;null;null;null
28/07/1986;3.1;6.6;null;null;null;null
29/07/1986;3.6;0;null;null;null;null
30/07/1986;2;5.5;null;null;null;null
31/07/1986;1.6;.5;null;null;null;null
01/08/1986;1;4.8;null;null;null;null
02/08/1986;1.3;6.2;null;null;null;null
03/08/1986;1.3;7.5;null;null;null;null
04/08/1986;2.2;6.9;null;null;null;null
05/08/1986;3.3;7.3;null;null;null;null
06/08/1986;3.3;7.3;null;null;null;null
07/08/1986;4;5.9;null;null;null;null
08/08/1986;3.1;6.2;null;null;null;null
09/08/1986;2.6;7.3;null;null;null;null
10/08/1986;3.5;7.6;null;null;null;null
11/08/1986;3;7.1;null;null;null;null
12/08/1986;3.3;4.8;null;null;null;null
13/08/1986;3.1;.9;null;null;null;null
14/08/1986;.9;1;null;null;null;null
15/08/1986;1.2;0;null;null;null;null
16/08/1986;1;0;null;null;null;null
17/08/1986;.4;4.7;null;null;null;null
18/08/1986;2.3;2.5;null;null;null;null
19/08/1986;2.2;0;null;null;null;null
20/08/1986;1.2;0;null;null;null;null
21/08/1986;.7;0;null;null;null;null
22/08/1986;.4;.8;null;null;null;null
23/08/1986;1;0;null;null;null;null
24/08/1986;.8;7.5;null;null;null;null
25/08/1986;3;1.1;null;null;null;null
26/08/1986;1.5;1.3;null;null;null;null
27/08/1986;1.7;6.4;null;null;null;null
28/08/1986;3.6;7.4;null;null;null;null
29/08/1986;3.4;6.1;null;null;null;null
30/08/1986;2.7;5.4;null;null;null;null
31/08/1986;3;0;null;null;null;null
01/09/1986;1.6;.5;null;null;null;null
02/09/1986;2.5;1.6;null;null;null;null
03/09/1986;4.6;3.5;null;null;null;null
04/09/1986;3.4;5;null;null;null;null
05/09/1986;3;0;null;null;null;null
06/09/1986;2.5;0;null;null;null;null
07/09/1986;2.3;3.3;null;null;null;null
08/09/1986;2.9;5.3;null;null;null;null
09/09/1986;3.6;8;null;null;null;null
10/09/1986;4.1;8;null;null;null;null
11/09/1986;4.2;8.2;null;null;null;null
12/09/1986;4.2;8.1;null;null;null;null
13/09/1986;4.4;7.7;null;null;null;null
14/09/1986;4.5;6.2;null;null;null;null
15/09/1986;4.2;2.3;null;null;null;null
16/09/1986;4.5;0;null;null;null;null
17/09/1986;5;.3;null;null;null;null
18/09/1986;4.4;0;null;null;null;null
19/09/1986;4.8;0;null;null;null;null
20/09/1986;2.4;0;null;null;null;null
21/09/1986;3.8;1.4;null;null;null;null
22/09/1986;2.6;3;null;null;null;null
23/09/1986;3.3;5.7;null;null;null;null
24/09/1986;3.3;5.5;null;null;null;null
25/09/1986;3.6;0;null;null;null;null
26/09/1986;2.3;0;null;null;null;null
27/09/1986;1.3;.3;null;null;null;null
28/09/1986;2.5;.3;null;null;null;null
29/09/1986;3.2;0;null;null;null;null
30/09/1986;.9;2.8;null;null;null;null
01/10/1986;2.3;7.6;null;null;null;null
02/10/1986;4.2;8.3;null;null;null;null
03/10/1986;4.4;8.4;null;null;null;null
04/10/1986;4.3;6.4;null;null;null;null
05/10/1986;4.9;7.5;null;null;null;null
06/10/1986;5.1;7.6;null;null;null;null
07/10/1986;5.4;6.6;null;null;null;null
08/10/1986;6.1;0;null;null;null;null
09/10/1986;2.8;0;null;null;null;null
10/10/1986;2.6;0;null;null;null;null
11/10/1986;1.9;4.6;null;null;null;null
12/10/1986;4.5;0;null;null;null;null
13/10/1986;2.5;.9;null;null;null;null
14/10/1986;3.9;0;null;null;null;null
15/10/1986;1.4;0;null;null;null;null
16/10/1986;1;6.6;null;null;null;null
17/10/1986;3.6;8.7;null;null;null;null
18/10/1986;4.5;4.5;null;null;null;null
19/10/1986;5.3;0;null;null;null;null
20/10/1986;1.7;0;null;null;null;null
21/10/1986;.6;0;null;null;null;null
22/10/1986;.7;2.2;null;null;null;null
23/10/1986;2.9;5.5;null;null;null;null
24/10/1986;4.6;9.4;null;null;null;null
25/10/1986;5.2;9.7;null;null;null;null
26/10/1986;4.7;2.6;null;null;null;null
27/10/1986;3.9;0;null;null;null;null
28/10/1986;3.7;5.3;null;null;null;null
